time,lat_acc,lon_acc,lon_vel,yaw_rate
1532706803.559165,0.039226599037599987,0.899999976158,0.0,4.96052404763e-16
1532706803.640853,0.019613299518799993,-0.025000002235,0.0,-0.00174532923847
1532706803.7197962,0.039226599037599987,-0.600000023842,0.0,-0.00349065847695
1532706803.798836,0.117679797113,-0.25,0.0,4.96052404763e-16
1532706803.88025,0.117679797113,0.15000000596,0.0,-0.000872664619234752
1532706803.9591,0.117679797113,0.0500000007451,0.0,-0.00174532923847
1532706804.038834,0.0784531980753,-0.25,0.0,-0.00349065847695
1532706804.1203241,0.039226599037599987,-0.07500000111755001,0.0,-0.00174532923847
1532706804.199264,0.039226599037599987,0.10000000149,0.0,4.96052404763e-16
1532706804.281601,0.07845319807529999,-0.02500000037255,0.0,-0.00349065847695
1532706804.358588,0.117679797113,-0.15000000596,0.0,4.96052404763e-16
1532706804.439835,0.09806649759415001,-0.125000003725,0.0,4.96052404763e-16
1532706804.5208519,0.039226599037599987,0.0,0.0,-0.00174532923847
1532706804.600174,0.09806649759415001,-0.02500000037255,0.0,-0.00349065847695
1532706804.679388,0.117679797113,-0.10000000149,0.0,-0.00174532923847
1532706804.760712,0.117679797113,-0.125000003725,0.0,-0.000872664619234752
1532706804.8403358,0.117679797113,-0.07500000111755001,0.0,-0.00174532923847
1532706804.922451,0.156906396151,-0.0500000007451,0.0,-0.00174532923847
1532706804.997625,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706805.081076,0.039226599037599987,-0.10000000149,0.0,-0.00174532923847
1532706805.16041,0.039226599037599987,-0.0500000007451,0.0,-0.00174532923847
1532706805.239614,0.039226599037599987,-0.0500000007451,0.0,4.96052404763e-16
1532706805.319741,0.117679797113,-0.07500000111755001,0.0,-0.005235987715425
1532706805.399049,0.0784531980753,-0.0500000007451,0.0,-0.00349065847695
1532706805.480212,0.117679797113,-0.07500000111755001,0.0,-0.00261799385771
1532706805.561241,0.039226599037599987,-0.07500000111755001,0.0,4.96052404763e-16
1532706805.6381052,0.0784531980753,-0.0500000007451,0.0,-0.00174532923847
1532706805.7214859,0.05883989855645,-0.07500000111755001,0.0,-0.00174532923847
1532706805.798973,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706805.8802161,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706805.961387,0.039226599037599987,-0.07500000111755001,0.0,-0.00174532923847
1532706806.041044,0.039226599037599987,-0.10000000149,0.0,-0.000872664619234752
1532706806.119158,0.0784531980753,-0.10000000149,0.0,-0.00174532923847
1532706806.200468,0.05883989855645,-0.0500000007451,0.0,-0.00174532923847
1532706806.277761,0.0784531980753,-0.0500000007451,0.0,-0.00174532923847
1532706806.360809,0.039226599037599987,-0.07500000111755001,0.0,4.96052404763e-16
1532706806.440174,0.07845319807529999,-0.07500000111755001,0.0,-0.00261799385771
1532706806.51913,0.0784531980753,-0.0500000007451,0.0,4.96052404763e-16
1532706806.598559,0.117679797113,-0.0500000007451,0.0,-0.00349065847695
1532706806.67976,0.039226599037599987,-0.07500000111755001,0.0,4.96052404763e-16
1532706806.759022,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706806.840873,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706806.919112,0.039226599037599987,-0.10000000149,0.0,4.96052404763e-16
1532706807.000276,0.039226599037599987,-0.0500000007451,0.0,-0.00174532923847
1532706807.07925,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706807.160727,0.117679797113,-0.10000000149,0.0,-0.00174532923847
1532706807.239987,0.07845319807529999,-0.0500000007451,0.0,-0.00174532923847
1532706807.3214688,0.039226599037599987,-0.0500000007451,0.0,4.96052404763e-16
1532706807.39939,0.117679797113,-0.0500000007451,0.0,4.96052404763e-16
1532706807.478897,0.117679797113,-0.0500000007451,0.0,-0.00174532923847
1532706807.558448,0.117679797113,-0.10000000149,0.0,4.96052404763e-16
1532706807.638174,0.117679797113,-0.15000000596,0.0,-0.00174532923847
1532706807.719768,0.05883989855645,0.02500000037255,0.0,-0.00349065847695
1532706807.800649,0.117679797113,0.0500000007451,0.0,-0.0008726646192347519
1532706807.878145,0.0784531980753,0.10000000149,0.0,4.96052404763e-16
1532706807.961391,0.09806649759415001,0.125000003725,0.0,-0.00261799385771
1532706808.039636,0.117679797113,0.15000000596,0.0,4.96052404763e-16
1532706808.1175618,0.039226599037599987,0.20000000298,0.0,4.96052404763e-16
1532706808.199549,0.05883989855645,0.17500000447,0.0,4.96052404763e-16
1532706808.281108,0.039226599037599987,0.20000000298,0.0,-0.00174532923847
1532706808.3581939,0.117679797113,0.25,0.0,4.96052404763e-16
1532706808.44025,0.09806649759415001,0.22500000149,0.0,4.96052404763e-16
1532706808.518702,0.117679797113,0.25,0.0,-0.00349065847695
1532706808.598224,0.039226599037599987,0.34999999404,0.0,-0.00174532923847
1532706808.679445,0.117679797113,0.34999999404,0.0,-0.00174532923847
1532706808.761111,0.117679797113,0.34999999404,0.0,-0.00174532923847
1532706808.8382561,0.117679797113,0.34999999404,0.2222222238775,-0.00174532923847
1532706808.919703,0.117679797113,0.600000023842,0.269444435835,-0.00261799385771
1532706809.0005322,0.117679797113,0.625,0.327777773142,-0.00349065847695
1532706809.08025,0.117679797113,0.7750000059605,0.383333325386,4.96052404763e-16
1532706809.159693,0.117679797113,0.75,0.444444447756,4.96052404763e-16
1532706809.239542,0.117679797113,0.8250000178815,0.508333325386,4.96052404763e-16
1532706809.320671,0.07845319807529999,0.7750000059605,0.5722222328190001,-0.00174532923847
1532706809.3998392,0.117679797113,0.7750000059605,0.647222220898,-0.00174532923847
1532706809.481386,0.117679797113,0.7249999940395,0.71111112833,-0.00174532923847
1532706809.5609438,0.117679797113,0.699999988079,0.780555546284,-0.00174532923847
1532706809.64084,0.156906396151,0.7750000059605,0.850000023842,-0.00174532923847
1532706809.7217882,0.1765196956695,0.7750000059605,0.911111116409,-0.005235987715425
1532706809.8005788,0.07845319807529999,0.75,0.972222208977,-0.00349065847695
1532706809.8801382,0.039226599037599987,0.75,1.03611111641,4.96052404763e-16
1532706809.961221,0.039226599037599987,0.75,1.09166669846,4.96052404763e-16
1532706810.043055,0.07845319807529999,0.6749999821185,1.14999997616,-0.000872664619234752
1532706810.121988,0.117679797113,0.6749999821185,1.20000004768,-0.00349065847695
1532706810.201242,0.09806649759415001,0.7249999940395,1.2611111402500002,-0.0008726646192347519
1532706810.284775,0.09806649759415001,0.699999988079,1.31944441795,-0.0008726646192347519
1532706810.36075,0.137293096632,0.7249999940395,1.3694444894799995,-0.005235987715425
1532706810.441952,0.117679797113,0.699999988079,1.4194444418,-0.0069813169539
1532706810.523057,0.137293096632,0.75,1.4777777195,-0.00261799385771
1532706810.6046991,0.156906396151,0.7249999940395,1.52777779102,-0.0069813169539
1532706810.681708,0.137293096632,0.6749999821185,1.57500004768,-0.0069813169539
1532706810.763785,0.137293096632,0.75,1.63333332539,-0.00174532923847
1532706810.8433108,0.137293096632,0.7249999940395,1.6805555820500002,-0.00349065847695
1532706810.924528,0.1961329951885,0.6749999821185,1.71944439411,-0.00349065847695
1532706811.0007699,0.176519699395,0.6749999821185,1.78055560589,-0.008726646192370001
1532706811.0838141,0.156906399876,0.6749999821185,1.83333337307,-0.00174532923847
1532706811.162816,0.05883989855645,0.7249999940395,1.87777781487,-0.0069813169539
1532706811.244653,0.09806649759415001,0.699999988079,1.92499995232,-0.005235987715425
1532706811.323924,0.039226599037599987,0.6500000059605,1.97500002384,-0.00174532923847
1532706811.405564,0.05883989855645,0.649999976158,2.02777767181,-0.008726646192370001
1532706811.482683,0.117679797113,0.699999988079,2.080555439,-0.008726646192370001
1532706811.564566,0.137293096632,0.699999988079,2.1166665554,-0.0069813169539
1532706811.644017,0.117679797113,0.600000023842,2.16111111641,-0.005235987715425
1532706811.725409,0.117679797113,0.625,2.21388888359,-0.005235987715425
1532706811.804736,0.1961329951885,0.649999976158,2.2583334446000003,-0.0069813169539
1532706811.884178,0.313812792301,0.6749999821185,2.30555558205,-0.00261799385771
1532706811.960998,0.3138128072025,0.625,2.35555553436,4.96052404763e-16
1532706812.0446,0.27458620071400003,0.600000023842,2.39444446564,4.96052404763e-16
1532706812.123722,0.235359594226,0.75,2.44722223282,4.96052404763e-16
1532706812.2048721,0.11767980083829999,0.699999988079,2.49444437027,4.96052404763e-16
1532706812.286565,0.039226599037599987,0.7750000059605,2.53611111641,4.96052404763e-16
1532706812.364206,0.1961329951885,0.625,2.58611106873,4.96052404763e-16
1532706812.445186,0.25497289747,0.6749999821185,2.6277778148700004,4.96052404763e-16
1532706812.524188,0.039226599037599987,0.6500000059605,2.67499995232,4.96052404763e-16
1532706812.604601,0.03922659903765,0.699999988079,2.71944451332,0.00349065847695
1532706812.686002,0.117679797113,0.625,2.7666666507700004,4.96052404763e-16
