time,lat_acc,lon_acc,lon_vel,yaw_rate
1532706803.559165,0.117679797113,-0.20000000298,0.0,-0.00174532923847
1532706803.640853,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706803.7197962,0.117679797113,-0.25,0.0,-0.00174532923847
1532706803.798836,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706803.88025,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706803.9591,0.0784531980753,-0.20000000298,0.0,-0.00174532923847
1532706804.038834,0.0784531980753,-0.20000000298,0.0,4.96052404763e-16
1532706804.1203241,0.039226599037599987,-0.20000000298,0.0,-0.00349065847695
1532706804.199264,0.039226599037599987,-0.20000000298,0.0,4.96052404763e-16
1532706804.281601,0.039226599037599987,-0.20000000298,0.0,-0.00261799385771
1532706804.358588,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706804.439835,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706804.5208519,0.0,-0.20000000298,0.0,4.96052404763e-16
1532706804.600174,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706804.679388,0.039226599037599987,-0.25,0.0,-0.00174532923847
1532706804.760712,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706804.8403358,0.039226599037599987,-0.20000000298,0.0,-0.0069813169539
1532706804.922451,0.039226599037599987,-0.20000000298,0.0,-0.000872664619234752
1532706804.997625,0.039226599037599987,-0.20000000298,0.0,4.96052404763e-16
1532706805.081076,0.05883989855645,-0.20000000298,0.0,-0.000872664619234752
1532706805.16041,0.0784531980753,-0.20000000298,0.0,-0.00349065847695
1532706805.239614,0.039226599037599987,-0.20000000298,0.0,4.96052404763e-16
1532706805.319741,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706805.399049,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706805.480212,0.039226599037599987,-0.20000000298,0.0,-0.00174532923847
1532706805.561241,0.07845319807529999,-0.20000000298,0.0,4.96052404763e-16
1532706805.6381052,0.039226599037599987,-0.15000000596,0.0,4.96052404763e-16
1532706805.7214859,0.07845319807529999,-0.20000000298,0.0,4.96052404763e-16
