time,x,y,yaw,cov_x,cov_y,cov_yaw,cov_xy,cov_yyaw,cov_xyaw,usable,mean_point2model_dist,plicp_det,plicp_cond,khi2_pos,khi2_yaw,cluster_nb_points,box_x_center,box_y_center,box_x_dpos,box_y_dpos,box_with,box_lenght,x_init,y_init,yaw_init
1532706803.559165,6.9160217176716285,-0.11316082299897368,0.053682648480760556,2.618810056460075e-05,0.00022874710689334884,0.0009542291612257853,1.0350107098478876e-06,-0.00030553511026564206,1.0621427259863376e-05,1,0.06026082831494353,15595.247825237762,6.419233437434013,0.0046826271017347005,0.0001226242491115292,171,-0.45682804838549806,-0.0852235143479303,-0.22675347643970067,-0.08947080311856874,1.6536263898661834,0.8571113113936395,6.937056498306021,0.03358273093050457,0.01866323239839751
1532706803.640853,6.91939885057309,-0.1361785514299176,0.11282682427939487,2.2059444592087863e-05,0.00014706128214525568,0.0006814449200190433,-4.498518085377082e-06,-0.00017803876777546453,2.199255750129502e-05,1,0.05437270121597968,18641.26648341264,5.878326536629073,0.0059158429400251,0.000889175145994144,171,-0.5084663671050462,-0.08716649892969303,-0.23223681245448227,-0.09148472818052325,1.682645554915342,0.7648509508992642,6.941497723712587,0.03346803449954905,0.018527527443057412
1532706803.719796,6.919434216559956,-0.11519546110367851,0.06828935161897937,2.717488410220179e-05,0.00022632208332060895,0.0009332808932973319,6.948587991413856e-07,-0.0002925543817226679,1.33336975389583e-05,1,0.06125094877752818,16533.61448801653,6.232662153742685,0.005072144655285758,0.0002480787509569495,171,-0.462157934369658,-0.0807457754763955,-0.23265253259155583,-0.08505936175301136,1.6619134237548085,0.8580532834721,6.94179906840975,0.033268729812903075,0.01847952290287358
1532706803.798836,6.91338390790691,-0.14203105046480563,0.10897447626875578,2.5585297048485144e-05,0.00016527596711148838,0.0007766573885051131,7.817318679540518e-07,-0.00019598057805946608,1.6521872811154622e-05,1,0.05875131597431775,19267.17587709188,5.785028547331389,0.007604040799702847,0.0008169131205753092,171,-0.5282149555012392,-0.08220134697393722,-0.27269923261281986,-0.08728499033083255,1.6577668225003106,0.8061190095519049,6.940664373498947,0.03266998863296067,0.0185877202291459
1532706803.88025,6.917133325511232,-0.12192958196934897,0.07866511152852203,2.6170518265886568e-05,0.00021641290453452348,0.000910221953266243,-4.6732944828001586e-07,-0.0002817503739623816,1.555429264514837e-05,1,0.06003895217027854,16305.36023094048,6.270624768495315,0.00692384076177897,0.00036002067513145526,171,-0.49084398577793165,-0.080545683497456,-0.27101947163842466,-0.08561769811545587,1.6596892408871917,0.877451779728843,6.941230845099454,0.03201299963762949,0.018660657943503134
1532706803.9591,6.914419883905839,-0.13942237717292538,0.10814358339587891,2.2191261123457473e-05,0.00014812919534081066,0.000698872523538782,-2.4434622689523364e-06,-0.00018254336479103136,2.0437862959883048e-05,1,0.054537300807275584,18375.25936567409,5.9301304909779144,0.005639445687108853,0.0008025670480447945,171,-0.48949445194541497,-0.0876824690252167,-0.2329913133040645,-0.09202106184404246,1.6785073513339508,0.804328099950709,6.942290187631585,0.031937747976257924,0.018554346472540173
1532706804.038834,6.915471270704451,-0.10647282697924908,0.05707561292377454,2.7232390006332083e-05,0.00024301271540024558,0.001007643450947774,2.336462843777041e-06,-0.00032756105557469695,7.99351041168082e-06,1,0.06149673785986883,15361.16891058604,6.474039978364624,0.004617270878138631,0.00014894997198814449,171,-0.46465000303587844,-0.08338285875475665,-0.2323666968116736,-0.0876916379883862,1.6536373320432376,0.8525948711224212,6.942589656844433,0.03178216256316091,0.018479631159538545
1532706804.120324,6.913139640786918,-0.13087351888838888,0.08106275123395387,2.2090377099009693e-05,0.00016696245639338025,0.0007596675452184324,1.0925499486984782e-07,-0.0002173039600795603,1.3003942503108674e-05,1,0.05495556958639249,16792.634104129647,6.192460906897318,0.004961977874371552,0.000389432859981784,171,-0.4888083722684695,-0.089549372794339,-0.2317565737752228,-0.09388907018157525,1.6508933066510036,0.8033186977663052,6.942188317479577,0.031098911964420495,0.01865582502121199
1532706804.199264,6.918899487888943,-0.11770364497994311,0.07153543955637791,2.624735580201518e-05,0.00022952969621364952,0.0009845987706260705,2.70884467671839e-07,-0.0003133672691056762,1.4215486382386578e-05,1,0.060159460752270306,15123.642797957538,6.523539438466569,0.005016069075284106,0.00027956324851076967,171,-0.4867869601200763,-0.08221460828354754,-0.23243119128663378,-0.08656638158114134,1.653626637018699,0.8084378543457369,6.942657337421252,0.030676425894910153,0.018659095670491732
1532706804.281601,6.916104501387647,-0.1373338405020466,0.097096315500736,2.377053969304355e-05,0.0001565360088169938,0.0007361506055223868,-1.8193786010966514e-06,-0.00018774867815831065,2.0107503778231448e-05,1,0.056571050034924235,18690.541936886257,5.861088147513635,0.005458215511798238,0.000617848859226454,171,-0.5033165254235681,-0.08806018832933454,-0.23449390883370172,-0.09241154418066833,1.6743721501778661,0.7796917950348741,6.943831898717832,0.03025588686239189,0.018490059884046173
