time,lat_acc,lon_acc,pitch_rate,roll_rate,vert_acc,yaw_rate
1532706803.559165,0.35714883772425,-0.0067455704012,0.009617468465925,-0.0007067692006575,0.0542062285888,0.00041039105428400006
1532706803.640853,-0.236698769161,0.015851035969175,-0.0019987109640500003,0.0006658136315749999,0.031976116086,-0.0009182799949325
1532706803.7197962,-0.24841348092550003,0.027767051927875,-0.0049589504720625,0.001200221286845,0.014006559446750002,-0.000419350840278
1532706803.798836,0.045181470208975005,1.4132423597499992e-05,-0.0024076636670275,0.00175904901798,0.033139332602874993,0.0007845926835
1532706803.88025,0.11643114010375,-0.0364373282546,0.0023428151802400003,-0.000378531463459,0.09749603695025,-9.901545231750006e-06
1532706803.9591,-0.041602836196725,-0.014017746791174998,0.00013549370904975,-0.002263834655385,0.012512236199299996,-0.0008613442679225
1532706804.038834,-0.10264203408200001,0.03982431617637501,-0.002174749313365,-0.0011624874439300002,-0.09031903408975,-0.000112949986807925
1532706804.1203241,0.06994295014400001,0.0069087733931000005,0.001289249220195,0.00132773624362,-0.014948962035725002,0.0008496682867375001
1532706804.199264,0.08689778020875,-0.019751920079375,0.0019203006008200003,0.00028878045856474996,0.0646072511575,-0.00013192698157850002
1532706804.281601,-0.04722744504185,0.0022126951993450003,-0.0018009918943875,-9.370408575975e-05,0.009094344714900001,-0.0007122096367500001
1532706804.358588,-0.05483677944517501,0.017006930757975,-0.0013730691554175,0.000239959994181,-0.057852313764999996,0.00045106492462750004
1532706804.439835,0.0060152516143225,-0.013440634065044999,0.0013488363961549998,-4.487108476972501e-05,0.0031320992524074996,0.0007357834239650001
1532706804.5208519,0.039543770125325,-0.002927538298625,5.484821184749991e-06,-0.0008071351317575,0.0315451916144,-0.0007772890026224999
1532706804.600174,-0.001848460247865,0.018615454439225,-0.0011916136835824999,-0.00037039118319075,-0.04481747207055,-0.00010210352618500001
1532706804.679388,-0.023894764165225,0.0043401822759575,-0.00024910270681845,0.00038373103236475,-0.052498510749325,0.0004971592434735
1532706804.760712,-0.007136565955574999,-0.007823074078825001,0.0007882036506775001,0.00034575027571,0.01648146258285,6.3623412012500245e-06
1532706804.8403358,0.018664934430575004,0.0020631181737275,0.00017069806865775,2.0229039335249995e-05,0.019751165491550003,-0.00040579929031675006
1532706804.922451,0.010503199495824999,-0.0009459731280750013,-0.00033576690081875003,-0.000161518060618,-0.008587618708105002,0.00014194371541175
1532706804.997625,-0.010375664330732502,-0.00591888035478,-0.00038722696964275,-0.00024289703561725,-0.011902072223899999,0.00019617466715575
1532706805.081076,-0.0151500963989,0.018104871558175,8.1316538405825e-05,0.00018027534165475001,0.012069982843725,-0.00028106723680000004
1532706805.16041,0.006047896472819749,0.01740422630515,0.00044965605145375,0.0001395845553675,-0.007410112283425002,0.00014194472278075
1532706805.239614,0.004591267797265,-0.012893257560225,9.486005391915e-05,3.378940377825001e-05,-0.0006982347036749992,9.85598042475e-05
1532706805.319741,0.002871597352785,-0.005500565079515,-0.0004495192258625,0.00052206933998675,0.00995877589211,-5.8712717662425e-05
1532706805.399049,-0.008632981736425,-0.002076329485325,4.611068534900001e-05,-0.0009264899381300001,-0.0136263478896625,7.957771507375e-05
1532706805.480212,0.0005097510053124997,0.007884370721712499,7.8608151993675e-05,0.00018569925218775,0.0001734105758749993,5.7884254957250004e-05
1532706805.561241,0.006534518179810001,0.007929363206553502,-0.0001001434575795,-0.00011269341977592498,-0.0005804646324749987,-0.00012379300952425
1532706805.6381052,0.004830169327900001,0.0017487101853050006,-9.743469836825e-05,0.0003891492557855,0.007574556963250002,-5.6002940259149996e-05
1532706805.7214859,-0.0085691901209175,0.0031450795195199998,-0.00013805782856625,0.00013415990301728,0.015698502397025,-1.2616398793725001e-05
1532706805.798973,-0.002227635703635,-0.0058077997986725,0.00022215423083975003,-0.00028630250680555,-0.0009850598889749977,1.4499365984447498e-05
1532706805.8802161,-0.0007109572971875,0.00191574054122,2.44423183354e-05,-0.0002673151676825,0.0038729037686749974,-5.6002282460875e-05
1532706805.961387,0.004791622614586224,0.007041512351055,-0.00023014475261325,2.836551513500001e-05,0.0054239087087675,3.61914771496e-05
1532706806.041044,-0.00545565101245,-0.002618811816985,1.631538717325e-05,0.000280639080708,-0.0006017284259000012,-1.8038627006574996e-05
1532706806.119158,-0.0073821894926175,-0.0056769817896399994,2.4441207691475006e-05,1.4798230411250006e-05,4.0309446825001136e-05,-4.51542361546425e-05
1532706806.200468,0.0030471222506175005,-0.0026994414786025004,4.34001891335e-05,6.660082188999984e-06,-0.010263911814050009,9.584961854125e-05
1532706806.277761,0.0015475671552299996,-0.0005414722602749998,-1.347592769684125e-05,-0.00030258351330025,-0.00769921852535,7.41566692107e-05
1532706806.360809,0.00048104236756899997,-0.0018780413019525001,-0.00014889557971000002,-3.131693134875002e-05,-0.008490129205875,-7.1925891007625e-06
1532706806.440174,-0.0016550416811674995,0.004964492072244999,0.000140899877565,6.6339140996825e-05,-0.001884900169625,-3.1596993213145e-05
1532706806.51913,-0.0033422925632725,0.0007990691339650001,3.5273966452475e-05,7.447683760005e-05,0.0070206475601525,-7.192182423019998e-06
1532706806.598559,0.00040941811512750035,-0.0061528453282250015,-0.00011368541369199999,0.00020468454430925,-0.0010531414920749993,-1.768569055425e-06
