time,alt,height,lat,lon,pitch,pitch_std,roll,roll_std,vel_x,vel_x_std,vel_y,vel_y_std,vel_z,vel_z_std,x,x_std,y,y_std,yaw,yaw_std,z,z_std
1532706803.559165,76.5911858058,31.8911850429,49.402139024,2.79492200338,-0.037275378712446905,0.00012413050894658103,0.013706303402883098,0.00012315863557539695,0.03184527725345,0.0027674597222399995,0.0345692392278,0.00246333284304,0.02053482458,0.00232747616246,-278.2196191101869,0.0362338460982,329.59730788412367,0.0199066977948,0.8701915131194937,0.001019970021592191,-41.645095212344934,0.02053482458
1532706803.640853,76.58993033594999,31.88992957305,49.40213905435,2.79492204546,-0.037080374645743375,0.00012413050894658103,0.013789629985854361,0.00012315863557539695,0.01871641409215,0.0027674597222399995,0.0179077703172,0.00246333284304,0.02053482458,0.00232747616246,-278.21656466461053,0.0362338460982,329.6006831319588,0.0199066977948,0.8700597185595074,0.001019970021592191,-41.64635072406709,0.02053482458
1532706803.7197962,76.58946287535,31.88946211245,49.40213905535,2.79492205148,-0.03768135939789492,0.00012413050894658103,0.013912361145352669,0.00012315863557539695,-0.0001808021816700001,0.0027674597222399995,-0.00955836056574,0.00246333284304,0.02053482458,0.00232747616246,-278.216127699463,0.0362338460982,329.60079430351027,0.0199066977948,0.8700035891739344,0.001019970021592191,-41.64681817186407,0.02053482458
1532706803.798836,76.58904619325,31.889045430349995,49.40213904475,2.79492204837,-0.038253903997144324,0.00012413050894658103,0.01418773820609058,0.00012315863557539695,-0.001441262100966,0.0027674597222399995,-0.013781374104900001,0.00246333284304,0.02053482458,0.00232747616246,-278.21635346891486,0.0362338460982,329.5996153816798,0.0199066977948,0.8701072271766017,0.001019970021592191,-41.64723480184071,0.02053482458
1532706803.88025,76.58961949865,31.88961873575,49.4021390468,2.794922059065,-0.03790415831857433,0.00012413050894658103,0.014342323804310386,0.00012315863557539695,0.012656563982449999,0.0027674597222399995,0.0125757970905,0.00246333284304,0.02053482458,0.00232747616246,-278.21557722569435,0.0362338460982,329.5998433693301,0.0199066977948,0.8701929048651107,0.001019970021592191,-41.64666147570679,0.02053482458
1532706803.9591,76.59065183854999,31.89065107565,49.4021390546,2.7949220693250005,-0.03784034742148784,0.00012413050894658103,0.014077841183962408,0.00012315863557539695,0.009665199641975,0.0027674597222399995,0.0119030129861,0.00246333284304,0.02053482458,0.00232747616246,-278.21483254284124,0.0362338460982,329.60071088623954,0.0199066977948,0.8700887389291425,0.001019970021592191,-41.64562914779545,0.02053482458
1532706804.038834,76.5916092754,31.8916085125,49.4021390569,2.794922074715,-0.038160071954091795,0.00012413050894658103,0.013811273206114884,0.00012315863557539695,0.0011788490128069999,0.0027674597222399995,-0.005850358187875001,0.00246333284304,0.02053482458,0.00232747616246,-278.21444135857735,0.0362338460982,329.6009667174471,0.0199066977948,0.870011250916278,0.001019970021592191,-41.64467170683635,0.02053482458
1532706804.1203241,76.5911525427,31.891151779799998,49.40213905030001,2.794922078375,-0.03815789810584226,0.00013739676211076826,0.014014232496621521,0.00013650233399711812,0.0070261496241099996,0.00373587640934,-0.0050827570030849995,0.00326400250196,0.0199472550303,0.00311645120382,-278.2141757285582,0.035525955259800006,329.6002326415594,0.019400479272,0.8701829676445189,0.0010207351602563748,-41.64512839050434,0.0199472550303
1532706804.199264,76.59088097929998,31.8908802164,49.4021390514,2.79492208714,-0.03790990555428346,0.00013739676211076826,0.014070974494472475,0.00013650233399711812,0.012860885761100001,0.00373587640934,0.0049434099119300004,0.00326400250196,0.0199472550303,0.00311645120382,-278.2135395357876,0.035525955259800006,329.60035493425283,0.019400479272,0.8701844804234833,0.0010207351602563748,-41.6453999326699,0.0199472550303
1532706804.281601,76.5914260712,31.8914253083,49.402139058450004,2.794922102915,-0.03806119855463475,0.00013739676211076826,0.014016378426750147,0.00013650233399711812,0.00921737102224,0.00373587640934,0.004120394006404999,0.00326400250196,0.0199472550303,0.00311645120382,-278.2123945503003,0.035525955259800006,329.6011389929003,0.019400479272,0.8700090247191464,0.0010207351602563748,-41.64485483051618,0.0199472550303
1532706804.358588,76.59170962264999,31.89170885975,49.40213905910001,2.7949221090750003,-0.03826377442965796,0.00013739676211076826,0.014053216068753392,0.00013650233399711812,0.006352682420965,0.00373587640934,-0.00280677296533,0.00326400250196,0.0199472550303,0.00311645120382,-278.21194745844036,0.035525955259800006,329.601211276905,0.019400479272,0.8700470464708097,0.0010207351602563748,-41.644571263072365,0.0199472550303
1532706804.439835,76.59155681909999,31.891556056200002,49.402139056799996,2.794922114575,-0.03812232593539061,0.00013739676211076826,0.014062616444532853,0.00013650233399711812,0.00450328751836,0.00373587640934,-0.0035992957175150003,0.00326400250196,0.0199472550303,0.00311645120382,-278.2115482678055,0.035525955259800006,329.60095544620503,0.019400479272,0.8701989374726244,0.0010207351602563748,-41.644724037246775,0.0199472550303
1532706804.5208519,76.59182872574999,31.89182796285,49.402139058550006,2.794922121825,-0.03797359355767588,0.00013739676211076826,0.01393330085678859,0.00013650233399711812,0.007482367215945,0.00373587640934,0.004123906394225,0.00326400250196,0.0199472550303,0.00311645120382,-278.2110220556352,0.035525955259800006,329.6011500654888,0.019400479272,0.8701108007652977,0.0010207351602563748,-41.644452116962796,0.0199472550303
1532706804.600174,76.59231556385,31.89231480095,49.40213906205,2.7949221323150004,-0.038180559501865385,0.00013739676211076826,0.01386290745353488,0.00013650233399711812,0.01034224745995,0.00373587640934,0.0024485698468949997,0.00326400250196,0.0199472550303,0.00311645120382,-278.2102606796744,0.035525955259800006,329.60153931370934,0.019400479272,0.8700514313827897,0.0010207351602563748,-41.643965267098295,0.0199472550303
1532706804.679388,76.59237136035,31.89237059745,49.40213906315,2.7949221404,-0.03823341374053246,0.00013739676211076826,0.01391244283480763,0.00013650233399711812,0.009065025418179998,0.00373587640934,-0.00040158412159650004,0.00326400250196,0.0199472550303,0.00311645120382,-278.2096738563601,0.035525955259800006,329.6016616271081,0.019400479272,0.8701071425455862,0.0010207351602563748,-41.64390945065624,0.0199472550303
1532706804.760712,76.59229148315,31.892290720250003,49.402139062349995,2.7949221496000005,-0.03809441338827822,0.00013739676211076826,0.014045363558501792,0.00013650233399711812,0.00565637949091,0.00373587640934,-0.002370881425985,0.00326400250196,0.0199472550303,0.00311645120382,-278.20900610982204,0.035525955259800006,329.60157261495436,0.019400479272,0.8701585174500734,0.0010207351602563748,-41.64398929414972,0.0199472550303
1532706804.8403358,76.5925380303,31.8925372674,49.40213906255,2.794922156185,-0.03803453230054091,0.00013739676211076826,0.014060472507928029,0.00013650233399711812,0.007122003411955,0.00373587640934,2.1810693832500063e-05,0.00326400250196,0.0199472550303,0.00311645120382,-278.2085281718229,0.035525955259800006,329.60159484674716,0.019400479272,0.8700908933565898,0.0010207351602563748,-41.64374272726535,0.0199472550303
1532706804.922451,76.592879801,31.8928790381,49.40213906465,2.79492216499,-0.03808949470984509,0.00013739676211076826,0.014013453805304655,0.00013650233399711812,0.0085272053611,0.00373587640934,0.0024048640977600002,0.00326400250196,0.0199472550303,0.00311645120382,-278.2078890968611,0.035525955259800006,329.60182839081085,0.019400479272,0.870097741478796,0.0010207351602563748,-41.64340094100524,0.0199472550303
1532706804.997625,76.59302275574998,31.893021992850002,49.4021390666,2.794922171655,-0.03813694238309613,0.00013739676211076826,0.013986890480118502,0.00013650233399711812,0.007507842246565,0.00373587640934,0.002222803210275,0.00326400250196,0.0199472550303,0.00311645120382,-278.2074053379456,0.035525955259800006,329.60204524794824,0.019400479272,0.8701291533160255,0.0010207351602563748,-41.64325797698382,0.0199472550303
1532706805.081076,76.59327105335001,31.893270290449998,49.4021390683,2.7949221796500003,-0.03815607023255228,0.00014903053686284755,0.01394878854500125,0.00014870268066663833,0.006242249104625,0.0048407800495600005,-0.00155202471654,0.0042065102607,0.0196982491761,0.00399812264368,-278.2068250520035,0.0351329483092,329.60223430335424,0.0194907989353,0.8700972711928477,0.0010217718815350588,-41.643009663653885,0.0196982491761
1532706805.16041,76.59343902805,31.89343826515,49.4021390672,2.794922187575,-0.038092091118450834,0.00014903053686284755,0.01399845192646114,0.00014870268066663833,0.009466651496330001,0.0048407800495600005,-0.0035462477984500003,0.0042065102607,0.0196982491761,0.00399812264368,-278.2062498590881,0.0351329483092,329.60211194247916,0.0194907989353,0.8700987645541516,0.0010217718815350588,-41.642841657485164,0.0196982491761
1532706805.239614,76.59357121725,31.893570454349998,49.4021390665,2.79492219446,-0.038072053419779886,0.00014903053686284755,0.013998365144240143,0.00014870268066663833,0.00881277639766,0.0048407800495600005,-0.0020955071311350004,0.0042065102607,0.0196982491761,0.00399812264368,-278.20575014679366,0.0351329483092,329.6020340705455,0.0194907989353,0.8701129784099875,0.0010217718815350588,-41.64270944183886,0.0196982491761
1532706805.319741,76.59380239894998,31.89380163605,49.402139067250005,2.794922202335,-0.03813747622608177,0.00014903053686284755,0.01409991793070099,0.00014870268066663833,0.00782011601437,0.0048407800495600005,0.000224418422978,0.0042065102607,0.0196982491761,0.00399812264368,-278.20517857520747,0.0351329483092,329.6021174676079,0.0194907989353,0.8701015718988002,0.0010217718815350588,-41.64247823987941,0.0196982491761
1532706805.399049,76.5939997076,31.8939989447,49.402139068050005,2.794922209215,-0.03815793740646822,0.00014903053686284755,0.013979594162570289,0.00014870268066663833,0.0066777170067999995,0.0048407800495600005,-0.0008793929887294999,0.0042065102607,0.0196982491761,0.00399812264368,-278.2046792202143,0.0351329483092,329.60220642657606,0.0194907989353,0.8701015128464575,0.0010217718815350588,-41.6422809140043,0.0196982491761
1532706805.480212,76.59424529035,31.89424452745,49.40213906780001,2.7949222164600003,-0.03811031689544303,0.00014903053686284755,0.013954374065587926,0.00014870268066663833,0.00646366657395,0.0048407800495600005,-0.002232645986525,0.0042065102607,0.0196982491761,0.00399812264368,-278.2041533810617,0.0351329483092,329.602178608743,0.0194907989353,0.8701240477322899,0.0010217718815350588,-41.64203530702194,0.0196982491761
1532706805.561241,76.59451147955,31.89451071665,49.40213906715,2.79492222446,-0.03811823996549912,0.00014903053686284755,0.013952433945758078,0.00014870268066663833,0.00894880455755,0.0048407800495600005,-0.0023522210453899997,0.0042065102607,0.0196982491761,0.00399812264368,-278.2035727462446,0.0351329483092,329.60210630077586,0.0194907989353,0.8701099095539304,0.0010217718815350588,-41.64176908909012,0.0196982491761
1532706805.6381052,76.59471630905,31.89471554615,49.40213906685,2.794922231385,-0.03812789507997179,0.00014903053686284755,0.01398716195880563,0.00014870268066663833,0.00947340182314,0.0048407800495600005,-0.001816918031765,0.0042065102607,0.0196982491761,0.00399812264368,-278.2030701316297,0.0351329483092,329.6020729204811,0.0194907989353,0.8701018372787308,0.0010217718815350588,-41.64156423590889,0.0196982491761
